precinct,district,parish
00/340,25,Calcasieu
00/362,25,Calcasieu
00/363,25,Calcasieu
00/364,25,Calcasieu
00/365,25,Calcasieu
00/366,25,Calcasieu
00/367,25,Calcasieu
00/368,25,Calcasieu
00/369,25,Calcasieu
00/370,25,Calcasieu
00/371N,25,Calcasieu
00/371S,25,Calcasieu
00/372,25,Calcasieu
00/800,25,Calcasieu
00/801,25,Calcasieu
00/860N,25,Calcasieu
00/860S,25,Calcasieu
00/861E,25,Calcasieu
00/861W,25,Calcasieu
*ALL/*ALL,25,Cameron
*ALL/*ALL,25,Jefferson Davis
01/01,26,Acadia
01/02,26,Acadia
01/03,26,Acadia
01/04,26,Acadia
01/05,26,Acadia
01/06,26,Acadia
01/07,26,Acadia
01/08,26,Acadia
02/01,26,Acadia
02/02,26,Acadia
02/03,26,Acadia
02/04,26,Acadia
02/05,26,Acadia
03/01,26,Acadia
03/02,26,Acadia
03/03,26,Acadia
03/04,26,Acadia
03/05,26,Acadia
03/07,26,Acadia
04/02,26,Acadia
04/04,26,Acadia
04/06,26,Acadia
05/02,26,Acadia
05/05,26,Acadia
06/01,26,Acadia
06/02,26,Acadia
06/03,26,Acadia
06/04,26,Acadia
06/05,26,Acadia
06/06,26,Acadia
06/07,26,Acadia
06/08,26,Acadia
06/10,26,Acadia
06/12,26,Acadia
06/13,26,Acadia
06/14,26,Acadia
06/15,26,Acadia
06/16,26,Acadia
07/02,26,Acadia
07/03,26,Acadia
07/04,26,Acadia
00/027,26,Lafayette
00/028,26,Lafayette
00/035,26,Lafayette
00/036,26,Lafayette
00/037,26,Lafayette
*ALL/*ALL,26,Vermilion
00/160E,27,Calcasieu
00/160W,27,Calcasieu
00/161,27,Calcasieu
00/162E,27,Calcasieu
00/162W,27,Calcasieu
00/163,27,Calcasieu
00/164,27,Calcasieu
00/165,27,Calcasieu
00/166E,27,Calcasieu
00/166W,27,Calcasieu
00/167,27,Calcasieu
00/300,27,Calcasieu
00/301,27,Calcasieu
00/302,27,Calcasieu
00/303,27,Calcasieu
00/304,27,Calcasieu
00/305,27,Calcasieu
00/306,27,Calcasieu
00/307,27,Calcasieu
00/308,27,Calcasieu
00/309E,27,Calcasieu
00/309W,27,Calcasieu
00/310,27,Calcasieu
00/311,27,Calcasieu
00/312,27,Calcasieu
00/313E,27,Calcasieu
00/313W,27,Calcasieu
00/314,27,Calcasieu
00/315E,27,Calcasieu
00/315W,27,Calcasieu
00/316E,27,Calcasieu
00/316W,27,Calcasieu
00/317,27,Calcasieu
00/318,27,Calcasieu
00/319N,27,Calcasieu
00/319S,27,Calcasieu
00/320E,27,Calcasieu
00/320W,27,Calcasieu
00/321,27,Calcasieu
00/322,27,Calcasieu
00/323,27,Calcasieu
00/325,27,Calcasieu
00/326,27,Calcasieu
00/331,27,Calcasieu
00/360,27,Calcasieu
00/361,27,Calcasieu
00/400,27,Calcasieu
00/401,27,Calcasieu
00/402,27,Calcasieu
00/403,27,Calcasieu
00/404,27,Calcasieu
00/405,27,Calcasieu
00/406,27,Calcasieu
00/407,27,Calcasieu
00/408,27,Calcasieu
00/440,27,Calcasieu
00/441,27,Calcasieu
00/460E,27,Calcasieu
00/461,27,Calcasieu
00/463,27,Calcasieu
00/464,27,Calcasieu
00/466E,27,Calcasieu
00/466W,27,Calcasieu
00/467,27,Calcasieu
00/468,27,Calcasieu
00/469,27,Calcasieu
00/664,27,Calcasieu
*ALL/*ALL,28,Allen
01/03,28,Avoyelles
02/01,28,Avoyelles
02/02A,28,Avoyelles
02/02C,28,Avoyelles
02/04,28,Avoyelles
02/04A,28,Avoyelles
02/05,28,Avoyelles
02/07,28,Avoyelles
02/08,28,Avoyelles
03/01,28,Avoyelles
03/01A,28,Avoyelles
03/03,28,Avoyelles
04/01,28,Avoyelles
04/02,28,Avoyelles
04/02A,28,Avoyelles
05/01A,28,Avoyelles
06/01,28,Avoyelles
06/02A,28,Avoyelles
07/01,28,Avoyelles
07/02,28,Avoyelles
07/03,28,Avoyelles
08/01,28,Avoyelles
08/02,28,Avoyelles
08/03,28,Avoyelles
08/03A,28,Avoyelles
09/01,28,Avoyelles
09/02,28,Avoyelles
09/02A,28,Avoyelles
09/03,28,Avoyelles
09/05,28,Avoyelles
10/02A,28,Avoyelles
10/03A,28,Avoyelles
10/03B,28,Avoyelles
11/01,28,Avoyelles
11/02,28,Avoyelles
*ALL/*ALL,28,Evangeline
00/C23,28,Rapides
00/C30,28,Rapides
00/C31,28,Rapides
00/C33,28,Rapides
00/C34,28,Rapides
00/C35,28,Rapides
00/C36 AK,28,Rapides
00/C36 LZ,28,Rapides
00/C37B,28,Rapides
00/C41,28,Rapides
00/C42,28,Rapides
00/S13,28,Rapides
00/S22,28,Rapides
00/S23,28,Rapides
00/45,28,St. Landry
00/46,28,St. Landry
00/47,28,St. Landry
00/48,28,St. Landry
00/49,28,St. Landry
00/52,28,St. Landry
10/02,29,Avoyelles
10/04,29,Avoyelles
01/02,29,Bienville
01/03,29,Bienville
01/06,29,Bienville
02/03,29,Bienville
07/04,29,Bienville
01/1,29,Grant
01/2,29,Grant
01/3,29,Grant
01/4,29,Grant
02/1,29,Grant
02/2,29,Grant
03/1,29,Grant
03/2,29,Grant
03/3,29,Grant
00/16,29,Jackson
00/17,29,Jackson
00/17A,29,Jackson
00/18,29,Jackson
00/19A,29,Jackson
00/19AI,29,Jackson
00/20,29,Jackson
00/20A,29,Jackson
00/25,29,Jackson
00/25A,29,Jackson
00/25B,29,Jackson
01/01,29,Lincoln
01/02,29,Lincoln
01/03,29,Lincoln
02/01,29,Lincoln
03/01,29,Lincoln
03/03,29,Lincoln
06/04,29,Lincoln
06/05,29,Lincoln
06/06,29,Lincoln
08/03,29,Lincoln
09/01,29,Lincoln
09/02,29,Lincoln
09/03,29,Lincoln
09/04,29,Lincoln
10/01,29,Lincoln
10/02,29,Lincoln
10/04,29,Lincoln
10/05,29,Lincoln
10/06,29,Lincoln
11/01,29,Lincoln
11/03,29,Lincoln
11/04,29,Lincoln
11/05,29,Lincoln
12/01,29,Lincoln
12/02,29,Lincoln
12/03,29,Lincoln
12/04,29,Lincoln
12/06,29,Lincoln
01/01,29,Natchitoches
01/02,29,Natchitoches
01/03,29,Natchitoches
01/03A,29,Natchitoches
01/04,29,Natchitoches
01/05,29,Natchitoches
01/05A,29,Natchitoches
01/08,29,Natchitoches
01/13,29,Natchitoches
01/14,29,Natchitoches
02/07,29,Natchitoches
02/08,29,Natchitoches
00/C01,29,Rapides
00/C02,29,Rapides
00/C03,29,Rapides
00/C04 AK,29,Rapides
00/C04 LZ,29,Rapides
00/C05,29,Rapides
00/C06,29,Rapides
00/C07,29,Rapides
00/C08,29,Rapides
00/C09,29,Rapides
00/C10,29,Rapides
00/C11A,29,Rapides
00/C11B,29,Rapides
00/C13 AK,29,Rapides
00/C13 LZ,29,Rapides
00/C14,29,Rapides
00/C15,29,Rapides
00/C17,29,Rapides
00/C18,29,Rapides
00/C19,29,Rapides
00/C20,29,Rapides
00/C21 AK,29,Rapides
00/C21 LZ,29,Rapides
00/C22,29,Rapides
00/C24,29,Rapides
00/C25,29,Rapides
00/C26,29,Rapides
00/C27,29,Rapides
00/C28,29,Rapides
00/C32,29,Rapides
00/C38A,29,Rapides
00/C38B,29,Rapides
00/C39,29,Rapides
00/C40,29,Rapides
00/N01,29,Rapides
00/N02,29,Rapides
00/N03,29,Rapides
00/N04,29,Rapides
00/N05,29,Rapides
00/N06,29,Rapides
00/N08 AK,29,Rapides
00/N08 LZ,29,Rapides
00/N09,29,Rapides
00/N11,29,Rapides
00/N21,29,Rapides
00/S04,29,Rapides
00/S06A,29,Rapides
00/S06B,29,Rapides
00/S14,29,Rapides
00/S17,29,Rapides
00/S18,29,Rapides
00/S19,29,Rapides
00/S20,29,Rapides
00/S21,29,Rapides
01/1,29,Winn
01/3,29,Winn
01/5,29,Winn
02/1,29,Winn
02/3,29,Winn
03/1A,29,Winn
05/1,29,Winn
05/2,29,Winn
05/3,29,Winn
06/1,29,Winn
06/1A,29,Winn
07/1,29,Winn
07/1A,29,Winn
07/2A,29,Winn
*ALL/*ALL,30,Beauregard
00/460W,30,Calcasieu
00/465,30,Calcasieu
00/560,30,Calcasieu
00/561,30,Calcasieu
00/562,30,Calcasieu
00/600,30,Calcasieu
00/601,30,Calcasieu
00/602,30,Calcasieu
00/603,30,Calcasieu
00/660,30,Calcasieu
00/661,30,Calcasieu
00/662,30,Calcasieu
00/663,30,Calcasieu
00/700,30,Calcasieu
00/701,30,Calcasieu
00/702,30,Calcasieu
00/703,30,Calcasieu
00/760,30,Calcasieu
00/761,30,Calcasieu
00/762,30,Calcasieu
00/S02,30,Rapides
00/S07,30,Rapides
00/S09,30,Rapides
00/S10 AK,30,Rapides
00/S10 LZ,30,Rapides
00/S24,30,Rapides
00/S25,30,Rapides
00/S26,30,Rapides
00/S27,30,Rapides
00/S28,30,Rapides
00/S29,30,Rapides
*ALL/*ALL,30,Vernon
01/04,31,Bienville
01/05,31,Bienville
01/07,31,Bienville
03/02,31,Bienville
03/03,31,Bienville
03/04,31,Bienville
03/05,31,Bienville
04/01,31,Bienville
04/02,31,Bienville
04/03,31,Bienville
05/01,31,Bienville
05/02,31,Bienville
05/03,31,Bienville
05/04,31,Bienville
06/01,31,Bienville
06/02,31,Bienville
06/03,31,Bienville
06/04,31,Bienville
06/05,31,Bienville
07/01,31,Bienville
07/02,31,Bienville
07/03,31,Bienville
01/02,31,Bossier
01/03,31,Bossier
01/03A,31,Bossier
01/03B,31,Bossier
01/04,31,Bossier
01/05,31,Bossier
04/08A,31,Bossier
04/08B -1,31,Bossier
04/08B -2,31,Bossier
04/08E,31,Bossier
04/08G,31,Bossier
04/10 -1,31,Bossier
04/10 -2,31,Bossier
00/08-06,31,Caddo
00/08-08,31,Caddo
00/08-09,31,Caddo
00/09-01,31,Caddo
00/09-02,31,Caddo
00/09-03,31,Caddo
00/09-08,31,Caddo
00/09-12,31,Caddo
00/09-13,31,Caddo
00/01,31,De Soto
00/04,31,De Soto
00/05,31,De Soto
00/05A,31,De Soto
00/06,31,De Soto
00/06A,31,De Soto
00/06B,31,De Soto
00/09,31,De Soto
00/26,31,De Soto
00/26A,31,De Soto
00/38,31,De Soto
00/38A,31,De Soto
00/42,31,De Soto
00/44,31,De Soto
00/48,31,De Soto
00/51,31,De Soto
00/53,31,De Soto
00/55,31,De Soto
00/56,31,De Soto
00/59,31,De Soto
00/60,31,De Soto
00/60A,31,De Soto
00/63,31,De Soto
00/63A,31,De Soto
01/01A,31,Natchitoches
01/04A,31,Natchitoches
01/06,31,Natchitoches
01/07,31,Natchitoches
01/09,31,Natchitoches
01/09A,31,Natchitoches
01/10,31,Natchitoches
01/10A,31,Natchitoches
01/10B,31,Natchitoches
01/11,31,Natchitoches
01/12,31,Natchitoches
02/01,31,Natchitoches
02/02,31,Natchitoches
02/03,31,Natchitoches
02/04,31,Natchitoches
02/05,31,Natchitoches
02/06,31,Natchitoches
02/07A,31,Natchitoches
02/09,31,Natchitoches
03/01,31,Natchitoches
03/02,31,Natchitoches
03/03,31,Natchitoches
03/04,31,Natchitoches
03/05,31,Natchitoches
03/06,31,Natchitoches
03/07,31,Natchitoches
03/08,31,Natchitoches
03/09,31,Natchitoches
03/10,31,Natchitoches
04/01,31,Natchitoches
04/02,31,Natchitoches
04/03,31,Natchitoches
04/04,31,Natchitoches
04/05,31,Natchitoches
04/06,31,Natchitoches
04/07,31,Natchitoches
04/08,31,Natchitoches
04/09,31,Natchitoches
00/C37A,31,Rapides
00/S01,31,Rapides
00/S05,31,Rapides
00/S08,31,Rapides
00/S11,31,Rapides
*ALL/*ALL,31,Red River
*ALL/*ALL,31,Sabine
00/32,31,Webster
00/34,31,Webster
00/35,31,Webster
00/36,31,Webster
00/38,31,Webster
00/39,31,Webster
00/40,31,Webster
03/1B,31,Winn
03/2,31,Winn
03/3,31,Winn
04/1,31,Winn
04/2,31,Winn
04/3,31,Winn
04/5,31,Winn
01/01,32,Avoyelles
01/02,32,Avoyelles
02/02,32,Avoyelles
06/02,32,Avoyelles
*ALL/*ALL,32,Caldwell
*ALL/*ALL,32,Catahoula
00/1-3A,32,Concordia
00/2-1,32,Concordia
00/3-1,32,Concordia
00/3-2,32,Concordia
00/3-3,32,Concordia
00/3-4,32,Concordia
00/4-1,32,Concordia
00/4-2,32,Concordia
00/5-4,32,Concordia
00/5-5,32,Concordia
00/5-6,32,Concordia
*ALL/*ALL,32,Franklin
*ALL/*ALL,32,Lasalle
00/57,32,Ouachita
00/58,32,Ouachita
00/N10 AK,32,Rapides
00/N10 LZ,32,Rapides
00/N12,32,Rapides
00/N13A,32,Rapides
00/N13B,32,Rapides
00/N14B,32,Rapides
00/N22,32,Rapides
00/N23,32,Rapides
00/N24 AK,32,Rapides
00/N24 LZ,32,Rapides
00/N25,32,Rapides
00/N26 AK,32,Rapides
00/N26 LZ,32,Rapides
00/N27,32,Rapides
00/N28,32,Rapides
00/N29,32,Rapides
00/S15,32,Rapides
00/S16,32,Rapides
00/03,32,Richland
00/04,32,Richland
00/01,32,West Feliciana
00/01A,32,West Feliciana
00/01B,32,West Feliciana
00/04,32,West Feliciana
00/05,32,West Feliciana
00/06,32,West Feliciana
00/06A,32,West Feliciana
00/07,32,West Feliciana
00/07A,32,West Feliciana
00/08,32,West Feliciana
00/08A,32,West Feliciana
00/08C,32,West Feliciana
00/09,32,West Feliciana
00/10,32,West Feliciana
00/10A,32,West Feliciana
00/10B,32,West Feliciana
00/11,32,West Feliciana
00/11A,32,West Feliciana
00/12,32,West Feliciana
00/12A,32,West Feliciana
00/12B,32,West Feliciana
00/13,32,West Feliciana
01/01,33,Bienville
02/01,33,Bienville
02/02,33,Bienville
03/01,33,Bienville
03/06,33,Bienville
03/07,33,Bienville
*ALL/*ALL,33,Claiborne
03/02,33,Lincoln
03/04,33,Lincoln
03/05,33,Lincoln
03/06,33,Lincoln
04/01,33,Lincoln
04/02,33,Lincoln
04/03,33,Lincoln
04/04,33,Lincoln
04/05,33,Lincoln
05/02,33,Lincoln
06/02,33,Lincoln
00/23,33,Morehouse
00/26-1,33,Morehouse
00/27,33,Morehouse
00/27-1,33,Morehouse
00/29,33,Morehouse
00/32,33,Morehouse
00/35,33,Morehouse
00/39-1,33,Morehouse
00/40,33,Morehouse
00/42,33,Morehouse
00/45,33,Morehouse
00/47,33,Morehouse
00/48,33,Morehouse
00/50,33,Morehouse
00/51,33,Morehouse
00/01,33,Ouachita
00/01A,33,Ouachita
00/02,33,Ouachita
00/04,33,Ouachita
00/06,33,Ouachita
00/07,33,Ouachita
00/08,33,Ouachita
00/09,33,Ouachita
00/35,33,Ouachita
00/36,33,Ouachita
00/37,33,Ouachita
00/41,33,Ouachita
00/43,33,Ouachita
00/44,33,Ouachita
00/44A,33,Ouachita
00/49,33,Ouachita
00/50,33,Ouachita
00/51,33,Ouachita
00/51A,33,Ouachita
00/53,33,Ouachita
00/76,33,Ouachita
*ALL/*ALL,33,Union
00/01,33,Webster
00/01A,33,Webster
00/02,33,Webster
00/03,33,Webster
00/05,33,Webster
00/06,33,Webster
00/09,33,Webster
00/09A,33,Webster
00/10,33,Webster
00/14,33,Webster
*ALL/*ALL,33,West Carroll
00/1-1,34,Concordia
00/1-2,34,Concordia
00/1-3,34,Concordia
00/1-4,34,Concordia
00/4-3,34,Concordia
00/4-4,34,Concordia
00/5-1,34,Concordia
*ALL/*ALL,34,East Carroll
*ALL/*ALL,34,Madison
00/01,34,Morehouse
00/01-1,34,Morehouse
00/03-1,34,Morehouse
00/03-2,34,Morehouse
00/06,34,Morehouse
00/07,34,Morehouse
00/07-1,34,Morehouse
00/08,34,Morehouse
00/12,34,Morehouse
00/13,34,Morehouse
00/13-1,34,Morehouse
00/14,34,Morehouse
00/16,34,Morehouse
00/16-1,34,Morehouse
00/20,34,Morehouse
00/21,34,Morehouse
00/21-1,34,Morehouse
00/24,34,Morehouse
00/31,34,Morehouse
00/31-1,34,Morehouse
00/37,34,Morehouse
00/39-2,34,Morehouse
00/53,34,Morehouse
00/53-1,34,Morehouse
00/54,34,Morehouse
00/03,34,Ouachita
00/05,34,Ouachita
00/09A,34,Ouachita
00/10,34,Ouachita
00/11,34,Ouachita
00/12,34,Ouachita
00/13,34,Ouachita
00/14,34,Ouachita
00/15,34,Ouachita
00/16,34,Ouachita
00/17,34,Ouachita
00/18,34,Ouachita
00/19,34,Ouachita
00/20,34,Ouachita
00/21,34,Ouachita
00/22,34,Ouachita
00/23,34,Ouachita
00/24,34,Ouachita
00/25,34,Ouachita
00/26,34,Ouachita
00/65,34,Ouachita
00/65A,34,Ouachita
00/66,34,Ouachita
00/67,34,Ouachita
00/68,34,Ouachita
00/69,34,Ouachita
00/70,34,Ouachita
00/72,34,Ouachita
00/73,34,Ouachita
00/74,34,Ouachita
00/79,34,Ouachita
00/01,34,Richland
00/02,34,Richland
00/08,34,Richland
00/10,34,Richland
00/11,34,Richland
00/12,34,Richland
00/12B,34,Richland
00/13,34,Richland
00/17,34,Richland
00/18,34,Richland
00/23,34,Richland
00/25,34,Richland
00/26,34,Richland
00/27,34,Richland
00/28,34,Richland
00/30,34,Richland
00/31,34,Richland
00/32,34,Richland
00/33,34,Richland
00/34,34,Richland
00/35,34,Richland
*ALL/*ALL,34,Tensas
02/3,35,Grant
02/5,35,Grant
02/6,35,Grant
04/1,35,Grant
04/2,35,Grant
04/3,35,Grant
05/1,35,Grant
05/2,35,Grant
05/3,35,Grant
06/1,35,Grant
06/2,35,Grant
06/3,35,Grant
06/4,35,Grant
07/1,35,Grant
07/2,35,Grant
07/3,35,Grant
07/5,35,Grant
07/6,35,Grant
08/1,35,Grant
08/2,35,Grant
08/3,35,Grant
08/4,35,Grant
00/01,35,Jackson
00/02,35,Jackson
00/03,35,Jackson
00/04,35,Jackson
00/05,35,Jackson
00/05A,35,Jackson
00/06,35,Jackson
00/06A,35,Jackson
00/07,35,Jackson
00/08,35,Jackson
00/08A,35,Jackson
00/09,35,Jackson
00/10,35,Jackson
00/10A,35,Jackson
00/11,35,Jackson
00/11A,35,Jackson
00/13,35,Jackson
00/13A,35,Jackson
00/15,35,Jackson
00/22,35,Jackson
04/06,35,Lincoln
05/01,35,Lincoln
05/03,35,Lincoln
05/04,35,Lincoln
06/01,35,Lincoln
06/03,35,Lincoln
07/01,35,Lincoln
07/02,35,Lincoln
08/01,35,Lincoln
08/02,35,Lincoln
10/03,35,Lincoln
00/27,35,Ouachita
00/28,35,Ouachita
00/30,35,Ouachita
00/31,35,Ouachita
00/32,35,Ouachita
00/33,35,Ouachita
00/34,35,Ouachita
00/38,35,Ouachita
00/39,35,Ouachita
00/40,35,Ouachita
00/42,35,Ouachita
00/45,35,Ouachita
00/46,35,Ouachita
00/47,35,Ouachita
00/48,35,Ouachita
00/52,35,Ouachita
00/52A,35,Ouachita
00/54,35,Ouachita
00/55,35,Ouachita
00/56,35,Ouachita
00/56A,35,Ouachita
00/59,35,Ouachita
00/60,35,Ouachita
00/61,35,Ouachita
00/62,35,Ouachita
00/63,35,Ouachita
00/64,35,Ouachita
00/71,35,Ouachita
00/75,35,Ouachita
00/77,35,Ouachita
00/78,35,Ouachita
00/N07,35,Rapides
00/N14A,35,Rapides
00/N15,35,Rapides
00/N16,35,Rapides
00/N17,35,Rapides
00/N18A,35,Rapides
00/N18B,35,Rapides
00/N19 AK,35,Rapides
00/N19 LZ,35,Rapides
00/N20 AK,35,Rapides
00/N20 LZ,35,Rapides
05/5,35,Winn
06/3,35,Winn
06/6,35,Winn
07/2,35,Winn
07/7,35,Winn
01/01,36,Bossier
02/01,36,Bossier
02/01A,36,Bossier
02/02,36,Bossier
02/03,36,Bossier
02/03A,36,Bossier
02/04 -1,36,Bossier
02/04 -2,36,Bossier
02/05A,36,Bossier
02/06,36,Bossier
02/07,36,Bossier
02/08,36,Bossier
02/09,36,Bossier
02/10,36,Bossier
02/11,36,Bossier
02/15,36,Bossier
02/16,36,Bossier
02/17A,36,Bossier
02/17B,36,Bossier
02/18B,36,Bossier
02/18C -1,36,Bossier
02/18C -2,36,Bossier
02/18D,36,Bossier
02/18F,36,Bossier
02/18G,36,Bossier
02/18H,36,Bossier
02/18I,36,Bossier
02/19,36,Bossier
02/21A,36,Bossier
02/21B,36,Bossier
02/21C -1,36,Bossier
02/21C -2,36,Bossier
02/21D -1,36,Bossier
02/21D -2,36,Bossier
02/21E,36,Bossier
02/22A -1,36,Bossier
02/22A -2,36,Bossier
02/22B,36,Bossier
02/22C,36,Bossier
03/01,36,Bossier
03/02,36,Bossier
03/03,36,Bossier
03/04,36,Bossier
04/01A,36,Bossier
04/02,36,Bossier
04/02A,36,Bossier
04/03A,36,Bossier
04/03B,36,Bossier
04/03D,36,Bossier
04/04A -1,36,Bossier
04/04A -2,36,Bossier
04/04B -1,36,Bossier
04/04B -2,36,Bossier
04/05A,36,Bossier
04/06A -1,36,Bossier
04/06A -2,36,Bossier
04/06B,36,Bossier
04/07A,36,Bossier
04/07B,36,Bossier
04/08C,36,Bossier
04/09,36,Bossier
04/11A,36,Bossier
04/11B -1,36,Bossier
04/11B -2,36,Bossier
04/11C,36,Bossier
00/08,36,Webster
00/11,36,Webster
00/12,36,Webster
00/13,36,Webster
00/15,36,Webster
00/16,36,Webster
00/17,36,Webster
00/17A,36,Webster
00/18,36,Webster
00/18A,36,Webster
00/22,36,Webster
00/22A,36,Webster
00/25,36,Webster
00/25A,36,Webster
00/26,36,Webster
00/27,36,Webster
00/28,36,Webster
00/29,36,Webster
00/31,36,Webster
00/33,36,Webster
00/41,36,Webster
00/42,36,Webster
00/43,36,Webster
00/11,37,Livingston
00/30,37,Livingston
00/102,37,St. Tammany
00/401,37,St. Tammany
00/402,37,St. Tammany
00/421,37,St. Tammany
00/M01,37,St. Tammany
00/M06,37,St. Tammany
00/M08,37,St. Tammany
00/M11,37,St. Tammany
00/M12,37,St. Tammany
00/MD1,37,St. Tammany
00/028,37,Tangipahoa
00/033,37,Tangipahoa
00/040A,37,Tangipahoa
00/041,37,Tangipahoa
00/042,37,Tangipahoa
00/043,37,Tangipahoa
00/044,37,Tangipahoa
00/045A,37,Tangipahoa
00/045B,37,Tangipahoa
00/046,37,Tangipahoa
00/047,37,Tangipahoa
00/049,37,Tangipahoa
00/070,37,Tangipahoa
00/070A,37,Tangipahoa
00/071,37,Tangipahoa
00/072,37,Tangipahoa
00/072A,37,Tangipahoa
00/073,37,Tangipahoa
00/074,37,Tangipahoa
00/109,37,Tangipahoa
00/111A,37,Tangipahoa
00/117,37,Tangipahoa
00/120B,37,Tangipahoa
00/121,37,Tangipahoa
00/121A,37,Tangipahoa
00/122A,37,Tangipahoa
00/122B,37,Tangipahoa
00/122C,37,Tangipahoa
00/124,37,Tangipahoa
00/125,37,Tangipahoa
00/127,37,Tangipahoa
00/129A,37,Tangipahoa
00/133,37,Tangipahoa
00/133A,37,Tangipahoa
00/137,37,Tangipahoa
00/137A,37,Tangipahoa
00/137B,37,Tangipahoa
00/137C,37,Tangipahoa
00/137D,37,Tangipahoa
00/139,37,Tangipahoa
00/141,37,Tangipahoa
00/141A,37,Tangipahoa
00/143,37,Tangipahoa
00/143A,37,Tangipahoa
00/145,37,Tangipahoa
00/147,37,Tangipahoa
00/149,37,Tangipahoa
00/149A,37,Tangipahoa
00/151,37,Tangipahoa
00/01-10,38,Caddo
00/01-14,38,Caddo
00/04-04,38,Caddo
00/04-05,38,Caddo
00/04-06,38,Caddo
00/04-07,38,Caddo
00/04-08,38,Caddo
00/04-09,38,Caddo
00/04-10,38,Caddo
00/05-10,38,Caddo
00/06-01,38,Caddo
00/06-06,38,Caddo
00/06-07,38,Caddo
00/06-08,38,Caddo
00/06-09,38,Caddo
00/06-10,38,Caddo
00/07-10,38,Caddo
00/08-01,38,Caddo
00/08-02,38,Caddo
00/08-03,38,Caddo
00/08-04,38,Caddo
00/08-05,38,Caddo
00/08-07,38,Caddo
00/09-04,38,Caddo
00/09-05,38,Caddo
00/09-06,38,Caddo
00/09-07,38,Caddo
00/09-09,38,Caddo
00/09-10,38,Caddo
00/09-11,38,Caddo
00/10-02,38,Caddo
00/10-05,38,Caddo
00/10-06,38,Caddo
00/10-07,38,Caddo
00/10-08,38,Caddo
00/10-09,38,Caddo
00/11-01,38,Caddo
00/11-02,38,Caddo
00/11-03,38,Caddo
00/11-04,38,Caddo
00/11-05,38,Caddo
00/11-06,38,Caddo
00/11-07,38,Caddo
00/11-08,38,Caddo
00/11-09,38,Caddo
00/11-10,38,Caddo
00/12-01,38,Caddo
00/12-03,38,Caddo
00/12-06,38,Caddo
00/12-07,38,Caddo
00/12-08,38,Caddo
00/12-09,38,Caddo
00/12-10,38,Caddo
00/12-11,38,Caddo
00/10,38,De Soto
00/11,38,De Soto
00/11B,38,De Soto
00/11C,38,De Soto
00/16,38,De Soto
00/16A,38,De Soto
00/16B,38,De Soto
00/16C,38,De Soto
00/21,38,De Soto
00/22,38,De Soto
00/22A,38,De Soto
00/23,38,De Soto
00/28,38,De Soto
00/30,38,De Soto
00/30A,38,De Soto
00/31,38,De Soto
00/31A,38,De Soto
00/32,38,De Soto
00/33,38,De Soto
00/33A,38,De Soto
00/34,38,De Soto
00/34A,38,De Soto
00/34B,38,De Soto
00/35,38,De Soto
00/35A,38,De Soto
00/35B,38,De Soto
00/37,38,De Soto
00/37C,38,De Soto
00/46,38,De Soto
00/46A,38,De Soto
00/46B,38,De Soto
00/49,38,De Soto
00/49A,38,De Soto
02/12A,39,Bossier
02/12B,39,Bossier
02/13,39,Bossier
02/14,39,Bossier
02/20,39,Bossier
02/23,39,Bossier
04/08D,39,Bossier
00/01-01,39,Caddo
00/01-02,39,Caddo
00/01-03,39,Caddo
00/01-04,39,Caddo
00/01-05,39,Caddo
00/01-06,39,Caddo
00/01-07,39,Caddo
00/01-08,39,Caddo
00/01-09,39,Caddo
00/01-11,39,Caddo
00/01-12,39,Caddo
00/01-13,39,Caddo
00/02-01,39,Caddo
00/02-02,39,Caddo
00/02-03,39,Caddo
00/02-04,39,Caddo
00/02-05,39,Caddo
00/02-06,39,Caddo
00/02-07,39,Caddo
00/02-08,39,Caddo
00/02-09,39,Caddo
00/02-10,39,Caddo
00/02-11,39,Caddo
00/02-12,39,Caddo
00/03-01,39,Caddo
00/03-02,39,Caddo
00/03-03,39,Caddo
00/03-04,39,Caddo
00/03-05,39,Caddo
00/03-06,39,Caddo
00/03-07,39,Caddo
00/03-08,39,Caddo
00/03-09,39,Caddo
00/04-01,39,Caddo
00/04-02,39,Caddo
00/04-03,39,Caddo
00/05-01,39,Caddo
00/05-02,39,Caddo
00/05-03,39,Caddo
00/05-04,39,Caddo
00/05-05,39,Caddo
00/05-06,39,Caddo
00/05-07,39,Caddo
00/05-08,39,Caddo
00/05-09,39,Caddo
00/05-11,39,Caddo
00/06-02,39,Caddo
00/06-03,39,Caddo
00/06-04,39,Caddo
00/06-05,39,Caddo
00/07-01,39,Caddo
00/07-02,39,Caddo
00/07-03,39,Caddo
00/07-04,39,Caddo
00/07-05,39,Caddo
00/07-06,39,Caddo
00/07-07,39,Caddo
00/07-08,39,Caddo
00/07-09,39,Caddo
00/10-01,39,Caddo
00/10-03,39,Caddo
00/10-04,39,Caddo
00/12-02,39,Caddo
00/12-04,39,Caddo
00/12-05,39,Caddo
